name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2455 SAN RAMON VALLEY BLVD,,"SAN RAMON, CA 94583",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2455%20SAN%20RAMON%20VALLEY%20BLVD%2C+SAN%20RAMON%2C+CA+94583,CA,94583,DEA,Oct2018,"2455 SAN RAMON VALLEY BLVD, SAN RAMON, CA 94583",37.7343217,-121.9491081,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",257 MOUNT HERMON RD,,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C257%20MOUNT%20HERMON%20RD%2C+SCOTTS%20VALLEY%2C+CA+95066,CA,95066,DEA,Oct2018,"257 MOUNT HERMON RD, SCOTTS VALLEY, CA 95066",37.0459561719,-122.0280390067,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2605 WEST MARCH LANE,,"STOCKTON, CA 95207",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2605%20WEST%20MARCH%20LANE%2C+STOCKTON%2C+CA+95207,CA,95207,DEA,Oct2018,"2605 WEST MARCH LANE, STOCKTON, CA 95207",37.9848775102,-121.340143449,San Joaquin,6077,77,6,San Joaquin,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2630 W EL CAMINO REAL,,"MOUNTAIN VIEW, CA 94040",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2630%20W%20EL%20CAMINO%20REAL%2C+MOUNTAIN%20VIEW%2C+CA+94040,CA,94040,DEA,Oct2018,"2630 W EL CAMINO REAL, MOUNTAIN VIEW, CA 94040",37.3938346,-122.0977447,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2677 CLAYTON RD,,"CONCORD, CA 94519",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2677%20CLAYTON%20RD%2C+CONCORD%2C+CA+94519,CA,94519,DEA,Oct2018,"2677 CLAYTON RD, CONCORD, CA 94519",37.975193,-122.02772,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2700 HOMESTEAD RD,,"SANTA CLARA, CA 95051",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2700%20HOMESTEAD%20RD%2C+SANTA%20CLARA%2C+CA+95051,CA,95051,DEA,Oct2018,"2700 HOMESTEAD RD, SANTA CLARA, CA 95051",37.339092,-121.97462,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2701 MIDDLEFIELD RD,,"PALO ALTO, CA 94306",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2701%20MIDDLEFIELD%20RD%2C+PALO%20ALTO%2C+CA+94306,CA,94306,DEA,Oct2018,"2701 MIDDLEFIELD RD, PALO ALTO, CA 94306",37.43373975,-122.1290837585,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3081 STEVENS CREEK BLVD,,"SANTA CLARA, CA 95050",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3081%20STEVENS%20CREEK%20BLVD%2C+SANTA%20CLARA%2C+CA+95050,CA,95050,DEA,Oct2018,"3081 STEVENS CREEK BLVD, SANTA CLARA, CA 95050",37.32337,-121.94668,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3130 BUCHANAN ROAD,,"ANTIOCH, CA 94509",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3130%20BUCHANAN%20ROAD%2C+ANTIOCH%2C+CA+94509,CA,94509,DEA,Oct2018,"3130 BUCHANAN ROAD, ANTIOCH, CA 94509",37.9978504385,-121.8445582563,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3158 DANVILLE BLVD,,"ALAMO, CA 94507",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3158%20DANVILLE%20BLVD%2C+ALAMO%2C+CA+94507,CA,94507,DEA,Oct2018,"3158 DANVILLE BLVD, ALAMO, CA 94507",37.8518948,-122.0324753,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3171 BALFOUR RD,,"BRENTWOOD, CA 94513",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3171%20BALFOUR%20RD%2C+BRENTWOOD%2C+CA+94513,CA,94513,DEA,Oct2018,"3171 BALFOUR RD, BRENTWOOD, CA 94513",37.9252072528,-121.7224974164,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",330 BON AIR SHOPPING CTR,,"GREENBRAE, CA 94904",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C330%20BON%20AIR%20SHOPPING%20CTR%2C+GREENBRAE%2C+CA+94904,CA,94904,DEA,Oct2018,"330 BON AIR SHOPPING CTR, GREENBRAE, CA 94904",37.9454224,-122.5247415,Marin,6041,41,6,Marin,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3320 FRUITVALE AVE,,"OAKLAND, CA 94602",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3320%20FRUITVALE%20AVE%2C+OAKLAND%2C+CA+94602,CA,94602,DEA,Oct2018,"3320 FRUITVALE AVE, OAKLAND, CA 94602",37.7988894,-122.2156833,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3420 CAMINO TASSAJARA,,"DANVILLE, CA 94506",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3420%20CAMINO%20TASSAJARA%2C+DANVILLE%2C+CA+94506,CA,94506,DEA,Oct2018,"3420 CAMINO TASSAJARA, DANVILLE, CA 94506",37.7977798,-121.923146,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",344 THOMAS L. BERKLEY WAY,,"OAKLAND, CA 94612",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C344%20THOMAS%20L.%20BERKLEY%20WAY%2C+OAKLAND%2C+CA+94612,CA,94612,DEA,Oct2018,"344 THOMAS L. BERKLEY WAY, OAKLAND, CA 94612",37.8084425,-122.2653679,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",35080 NEWARK BLVD,,"NEWARK, CA 94560",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C35080%20NEWARK%20BLVD%2C+NEWARK%2C+CA+94560,CA,94560,DEA,Oct2018,"35080 NEWARK BLVD, NEWARK, CA 94560",37.54981,-122.04813,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",352 UNIVERSITY AVE,,"PALO ALTO, CA 94301",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C352%20UNIVERSITY%20AVE%2C+PALO%20ALTO%2C+CA+94301,CA,94301,DEA,Oct2018,"352 UNIVERSITY AVE, PALO ALTO, CA 94301",37.4463922,-122.1605697993,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",35720 FREMONT BLVD,,"FREMONT, CA 94536",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C35720%20FREMONT%20BLVD%2C+FREMONT%2C+CA+94536,CA,94536,DEA,Oct2018,"35720 FREMONT BLVD, FREMONT, CA 94536",37.5569535,-122.0044451,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3625 MT DIABLO BLVD,,"LAFAYETTE, CA 94549",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3625%20MT%20DIABLO%20BLVD%2C+LAFAYETTE%2C+CA+94549,CA,94549,DEA,Oct2018,"3625 MT DIABLO BLVD, LAFAYETTE, CA 94549",37.8911370293,-122.1250987289,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",3667 CASTRO VALLEY BLVD,,"CASTRO VALLEY, CA 94546",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C3667%20CASTRO%20VALLEY%20BLVD%2C+CASTRO%20VALLEY%2C+CA+94546,CA,94546,DEA,Oct2018,"3667 CASTRO VALLEY BLVD, CASTRO VALLEY, CA 94546",37.695087,-122.07195,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",375 GELLERT BLVD,,"DALY CITY, CA 94015",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C375%20GELLERT%20BLVD%2C+DALY%20CITY%2C+CA+94015,CA,94015,DEA,Oct2018,"375 GELLERT BLVD, DALY CITY, CA 94015",37.6637342497,-122.469128,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4020 FREMONT HUB,,"FREMONT, CA 94538",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4020%20FREMONT%20HUB%2C+FREMONT%2C+CA+94538,CA,94538,DEA,Oct2018,"4020 FREMONT HUB, FREMONT, CA 94538",37.5471208,-121.9881033,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4028 LONE TREE WAY,,"ANTIOCH, CA 94531",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4028%20LONE%20TREE%20WAY%2C+ANTIOCH%2C+CA+94531,CA,94531,DEA,Oct2018,"4028 LONE TREE WAY, ANTIOCH, CA 94531",37.9715994857,-121.7967365654,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4100 REDWOOD RD,,"OAKLAND, CA 94619",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4100%20REDWOOD%20RD%2C+OAKLAND%2C+CA+94619,CA,94619,DEA,Oct2018,"4100 REDWOOD RD, OAKLAND, CA 94619",37.79834435,-122.1824302641,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4242 S EL CAMINO REAL,,"SAN MATEO, CA 94403",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4242%20S%20EL%20CAMINO%20REAL%2C+SAN%20MATEO%2C+CA+94403,CA,94403,DEA,Oct2018,"4242 S EL CAMINO REAL, SAN MATEO, CA 94403",37.5297053,-122.2910587,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4349 SAN PABLO AVE,,"EMERYVILLE, CA 94608",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4349%20SAN%20PABLO%20AVE%2C+EMERYVILLE%2C+CA+94608,CA,94608,DEA,Oct2018,"4349 SAN PABLO AVE, EMERYVILLE, CA 94608",37.8333607879,-122.2806943333,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",442 LAS GALLINAS AVE,,"SAN RAFAEL, CA 94903",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C442%20LAS%20GALLINAS%20AVE%2C+SAN%20RAFAEL%2C+CA+94903,CA,94903,DEA,Oct2018,"442 LAS GALLINAS AVE, SAN RAFAEL, CA 94903",38.004501334,-122.5419618869,Marin,6041,41,6,Marin,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4424 TREAT BLVD,,"CONCORD, CA 94521",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4424%20TREAT%20BLVD%2C+CONCORD%2C+CA+94521,CA,94521,DEA,Oct2018,"4424 TREAT BLVD, CONCORD, CA 94521",37.962334,-121.99407,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",45 N MILPITAS BLVD,,"MILPITAS, CA 95035",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C45%20N%20MILPITAS%20BLVD%2C+MILPITAS%2C+CA+95035,CA,95035,DEA,Oct2018,"45 N MILPITAS BLVD, MILPITAS, CA 95035",37.444573,-121.9066833,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",4550 MERIDIAN AVE,,"SAN JOSE, CA 95124",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C4550%20MERIDIAN%20AVE%2C+SAN%20JOSE%2C+CA+95124,CA,95124,DEA,Oct2018,"4550 MERIDIAN AVE, SAN JOSE, CA 95124",37.256307,-121.898923,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",46445 MISSION BLVD,,"FREMONT, CA 94539",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C46445%20MISSION%20BLVD%2C+FREMONT%2C+CA+94539,CA,94539,DEA,Oct2018,"46445 MISSION BLVD, FREMONT, CA 94539",37.4921329,-121.9276094,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",490 MARKET PL,,"SAN RAMON, CA 94583",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C490%20MARKET%20PL%2C+SAN%20RAMON%2C+CA+94583,CA,94583,DEA,Oct2018,"490 MARKET PL, SAN RAMON, CA 94583",37.7622643085,-121.951940405,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",50 MORAGA WAY,,"ORINDA, CA 94563",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C50%20MORAGA%20WAY%2C+ORINDA%2C+CA+94563,CA,94563,DEA,Oct2018,"50 MORAGA WAY, ORINDA, CA 94563",37.8782383486,-122.1809624201,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",5170 MOORPARK AVE,,"SAN JOSE, CA 95129",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5170%20MOORPARK%20AVE%2C+SAN%20JOSE%2C+CA+95129,CA,95129,DEA,Oct2018,"5170 MOORPARK AVE, SAN JOSE, CA 95129",37.309498,-121.993904,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",5407 CAMDEN AVE,,"SAN JOSE, CA 95124",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5407%20CAMDEN%20AVE%2C+SAN%20JOSE%2C+CA+95124,CA,95124,DEA,Oct2018,"5407 CAMDEN AVE, SAN JOSE, CA 95124",37.2599553,-121.9178013,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",5408 YGNACIO VALLEY RD,,"CONCORD, CA 94521",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5408%20YGNACIO%20VALLEY%20RD%2C+CONCORD%2C+CA+94521,CA,94521,DEA,Oct2018,"5408 YGNACIO VALLEY RD, CONCORD, CA 94521",37.949837,-121.96051,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",5420 DEWEY DR,,"FAIR OAKS, CA 95628",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5420%20DEWEY%20DR%2C+FAIR%20OAKS%2C+CA+95628,CA,95628,DEA,Oct2018,"5420 DEWEY DR, FAIR OAKS, CA 95628",38.664297,-121.308494,Sacramento,6067,67,6,Sacramento,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",560 CENTER AVE,,"MARTINEZ, CA 94553",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C560%20CENTER%20AVE%2C+MARTINEZ%2C+CA+94553,CA,94553,DEA,Oct2018,"560 CENTER AVE, MARTINEZ, CA 94553",37.9923480079,-122.1185623248,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",576 E EL CAMINO REAL,,"SUNNYVALE, CA 94087",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C576%20E%20EL%20CAMINO%20REAL%2C+SUNNYVALE%2C+CA+94087,CA,94087,DEA,Oct2018,"576 E EL CAMINO REAL, SUNNYVALE, CA 94087",37.3616421,-122.0291546,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",580 MORAGA RD,,"MORAGA, CA 94556",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C580%20MORAGA%20RD%2C+MORAGA%2C+CA+94556,CA,94556,DEA,Oct2018,"580 MORAGA RD, MORAGA, CA 94556",37.8566887,-122.1261817,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",60 CABRILLO HWY N,,"HALF MOON BAY, CA 94019",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C60%20CABRILLO%20HWY%20N%2C+HALF%20MOON%20BAY%2C+CA+94019,CA,94019,DEA,Oct2018,"60 CABRILLO HWY N, HALF MOON BAY, CA 94019",37.4824855,-122.4457026,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",6247 GRAHAM HILL RD,,"FELTON, CA 95018",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C6247%20GRAHAM%20HILL%20RD%2C+FELTON%2C+CA+95018,CA,95018,DEA,Oct2018,"6247 GRAHAM HILL RD, FELTON, CA 95018",37.0520869,-122.0706705,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",6490 CLAYTON RD,,"CLAYTON, CA 94517",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C6490%20CLAYTON%20RD%2C+CLAYTON%2C+CA+94517,CA,94517,DEA,Oct2018,"6490 CLAYTON RD, CLAYTON, CA 94517",37.942623,-121.93114,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",650 SAN RAMON VALLEY BLVD,,"DANVILLE, CA 94526",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C650%20SAN%20RAMON%20VALLEY%20BLVD%2C+DANVILLE%2C+CA+94526,CA,94526,DEA,Oct2018,"650 SAN RAMON VALLEY BLVD, DANVILLE, CA 94526",37.813876,-121.995824,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",670 EL CERRITO PLZ,,"EL CERRITO, CA 94530",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C670%20EL%20CERRITO%20PLZ%2C+EL%20CERRITO%2C+CA+94530,CA,94530,DEA,Oct2018,"670 EL CERRITO PLZ, EL CERRITO, CA 94530",32.762947,-117.073128,San Diego,6073,73,6,San Diego,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",699 LEWELLING BLVD,,"SAN LEANDRO, CA 94579",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C699%20LEWELLING%20BLVD%2C+SAN%20LEANDRO%2C+CA+94579,CA,94579,DEA,Oct2018,"699 LEWELLING BLVD, SAN LEANDRO, CA 94579",37.68938005,-122.1382223763,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",7201 REGIONAL ST,,"DUBLIN, CA 94568",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C7201%20REGIONAL%20ST%2C+DUBLIN%2C+CA+94568,CA,94568,DEA,Oct2018,"7201 REGIONAL ST, DUBLIN, CA 94568",37.7051375,-121.9326854,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",738 BANCROFT RD,,"WALNUT CREEK, CA 94598",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C738%20BANCROFT%20RD%2C+WALNUT%20CREEK%2C+CA+94598,CA,94598,DEA,Oct2018,"738 BANCROFT RD, WALNUT CREEK, CA 94598",37.9287483366,-122.041859034,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",750 BLOSSOM HILL RD,,"LOS GATOS, CA 95032",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C750%20BLOSSOM%20HILL%20RD%2C+LOS%20GATOS%2C+CA+95032,CA,95032,DEA,Oct2018,"750 BLOSSOM HILL RD, LOS GATOS, CA 95032",37.2355068826,-121.9623517289,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",759 E BLITHEDALE AVE,,"MILL VALLEY, CA 94941",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C759%20E%20BLITHEDALE%20AVE%2C+MILL%20VALLEY%2C+CA+94941,CA,94941,DEA,Oct2018,"759 E BLITHEDALE AVE, MILL VALLEY, CA 94941",37.9031820528,-122.5240331584,Marin,6041,41,6,Marin,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",77 BOVET RD,,"SAN MATEO, CA 94402",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C77%20BOVET%20RD%2C+SAN%20MATEO%2C+CA+94402,CA,94402,DEA,Oct2018,"77 BOVET RD, SAN MATEO, CA 94402",37.5502172,-122.3142862,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",783 RIO DEL MAR BLVD STE 3,,"APTOS, CA 95003",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C783%20RIO%20DEL%20MAR%20BLVD%20STE%203%2C+APTOS%2C+CA+95003,CA,95003,DEA,Oct2018,"783 RIO DEL MAR BLVD STE 3, APTOS, CA 95003",36.974007,-121.88811,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",809 BAY AVE,,"CAPITOLA, CA 95010",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C809%20BAY%20AVE%2C+CAPITOLA%2C+CA+95010,CA,95010,DEA,Oct2018,"809 BAY AVE, CAPITOLA, CA 95010",36.9799252,-121.9565076,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",821 THE ALAMEDA,,"SAN JOSE, CA 95126",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C821%20THE%20ALAMEDA%2C+SAN%20JOSE%2C+CA+95126,CA,95126,DEA,Oct2018,"821 THE ALAMEDA, SAN JOSE, CA 95126",37.3319917,-121.9090522,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",850 CALIFORNIA ST,,"MOUNTAIN VIEW, CA 94041",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C850%20CALIFORNIA%20ST%2C+MOUNTAIN%20VIEW%2C+CA+94041,CA,94041,DEA,Oct2018,"850 CALIFORNIA ST, MOUNTAIN VIEW, CA 94041",37.391514,-122.080977,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",872 N DELAWARE ST,,"SAN MATEO, CA 94401",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C872%20N%20DELAWARE%20ST%2C+SAN%20MATEO%2C+CA+94401,CA,94401,DEA,Oct2018,"872 N DELAWARE ST, SAN MATEO, CA 94401",37.579937076,-122.3339149072,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",880 SIR FRANCIS DRAKE BLVD,,"SAN ANSELMO, CA 94960",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C880%20SIR%20FRANCIS%20DRAKE%20BLVD%2C+SAN%20ANSELMO%2C+CA+94960,CA,94960,DEA,Oct2018,"880 SIR FRANCIS DRAKE BLVD, SAN ANSELMO, CA 94960",37.9812704,-122.5652448,Marin,6041,41,6,Marin,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",885 ISLAND DR STE A,,"ALAMEDA, CA 94502",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C885%20ISLAND%20DR%20STE%20A%2C+ALAMEDA%2C+CA+94502,CA,94502,DEA,Oct2018,"885 ISLAND DR STE A, ALAMEDA, CA 94502",37.73719,-122.23886,Alameda,6001,1,6,Alameda,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",9120 ALCOSTA BLVD,,"SAN RAMON, CA 94583",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C9120%20ALCOSTA%20BLVD%2C+SAN%20RAMON%2C+CA+94583,CA,94583,DEA,Oct2018,"9120 ALCOSTA BLVD, SAN RAMON, CA 94583",37.7303330019,-121.930289502,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
"LONGS DRUG STORES CALIFORNIA, L.L.C.",931 MARINA VILLAGE PKWY,,"ALAMEDA, CA 94501",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C931%20MARINA%20VILLAGE%20PKWY%2C+ALAMEDA%2C+CA+94501,CA,94501,DEA,Oct2018,"931 MARINA VILLAGE PKWY, ALAMEDA, CA 94501",37.7828965845,-122.2712582496,Alameda,6001,1,6,Alameda,California,CA,Pacific
